,H_IMDB,H_IMDA,H_CTL,M_IMDA,M_IMDB,M_CTL,R_IMDA,R_IMDB,R_CTL
LOC100742495,16.29074728,17.08839052,16.71871908,17.3407394,18.04393511,17.28215928,16.9686769,17.13693356,17.21118856
LOC100742496,16.40690477,19.26007,18.97568441,20.32607473,20.36159859,20.56182689,20.12680748,20.42799006,19.81738857
LOC100742497,44.93521784,48.00495877,48.35507474,49.79449713,50.99321715,49.58512156,51.19116046,53.92869454,49.73467063
LOC100742498,49.96416337,51.53625396,58.94746968,52.30309815,57.79092746,52.44322829,50.00222936,60.33096479,48.73076486
LOC100742499,33.55849854,30.55307374,30.79582726,32.085376,31.76390006,30.85728208,32.78698998,34.57327834,29.79041588
LOC100742500,14.85830357,16.69387321,16.0976334,17.40744434,19.92454869,17.87107802,19.66347946,19.78014627,18.25521762
LOC100742501,0.382130264,0.295028489,0.302312778,3.579178449,0.514896609,0.969707797,0.447078932,8.032692114,0.440311769
LOC100742502,169.5584825,123.793737,120.6025763,115.9852399,132.7471246,102.8623847,133.7986,131.0815308,127.4888574
LOC100742503,15.87753894,14.60109434,10.63865221,12.68512427,12.59217734,10.7738508,14.27955117,13.94148854,14.06489456
LOC100742505,30.1369325,30.68266709,30.99187032,33.84215682,32.4447829,31.67892289,33.05187495,37.25507095,33.14012637
LOC100742506,19.33645297,22.87073478,22.88297386,23.82425181,22.75033364,24.66704501,24.29740444,24.04143927,23.39780668
LOC100742507,67.45514871,77.13306407,81.5208074,74.92830507,79.79142903,75.6294437,72.33694575,76.28698927,71.40336914
LOC100742508,9.731642484,10.66693546,10.79629002,11.20470815,10.82634053,10.53021415,11.40948557,10.06660821,10.59704305
LOC100742509,5.576289973,6.492441704,7.042651241,6.618040529,6.983534182,5.721282419,6.739861102,6.95206666,6.202527994
LOC100742510,17.61645788,19.40046393,19.72124023,20.70808116,20.63759683,21.06881501,21.09451348,22.04522193,20.69780208
LOC100742511,4.08264518,5.896953729,6.126454187,6.615183581,5.46271807,6.745264273,5.487875403,6.682569826,6.064969676
LOC100742512,0.436968428,0.573751143,0.94768459,0.477804555,0.222575775,0.185895053,0.229332324,0.228259311,0.52121014
LOC100742513,0.074118865,0.052498893,0.034079733,0.049690631,0.061574196,0.083241242,0.028904271,0.040787265,0.039426923
LOC100742514,21.2343262,18.86546964,16.3137949,16.98554264,17.16940066,15.26484016,18.84318833,18.30323284,17.81507792
LOC100742515,38.76556007,36.72437934,35.52548226,38.1355822,39.43031743,38.68101799,41.05317996,39.7747394,38.97481664
LOC100742516,29.01666181,35.59643667,38.1265367,40.20265887,37.13146353,39.04683502,40.47956168,40.67895275,38.52295138
LOC100742517,0.235938234,0.253363024,0.225020276,0.207203369,0.24722525,0.257022434,0.217774892,0.241818658,0.136487191
LOC100742518,33.93603428,32.47788897,31.04434833,31.53436563,31.86266696,29.92255643,33.21034947,31.60488232,31.00006074
LOC100742519,96.03146041,80.27428854,91.86316966,103.2539824,105.9594437,117.758161,103.9447806,102.5386101,102.0316438
LOC100742520,41.71582908,42.02757706,44.61699053,41.64707586,41.72350071,38.1309813,38.82149945,41.50286289,40.26623902
LOC100742521,130.7894666,129.8163368,128.7866549,143.1812279,148.7877158,145.5718291,148.2524575,151.8715047,140.5305358
LOC100742522,7.961884779,6.786888378,5.405276829,5.333765234,4.837970103,4.666578175,5.502856093,5.212455804,6.184038202
LOC100742523,19.75569752,26.39647181,27.62493416,25.90612616,26.06827574,28.22718376,24.98447621,27.74326857,26.78311919
LOC100742524,12.07073967,13.16732034,15.69996454,13.58212819,15.74848549,15.5252052,14.1981883,17.86739771,13.20809381
LOC100742525,10.13822066,9.782874037,9.562281416,9.21092355,9.273369562,8.687893345,9.514421287,8.812602244,9.368946249
LOC100742526,77.85805407,61.03244417,56.72249726,58.64836875,60.55381236,51.91065626,64.90330804,61.23020136,58.95275594
LOC100742527,30.8775655,35.35637712,34.58092782,35.32465841,37.23409415,37.14620998,35.43377556,36.327181,35.92546935
LOC100742528,60.48076561,62.28539348,62.94673301,68.08271061,65.87266255,62.96234939,64.57182146,71.15759219,64.05991044
LOC100742529,0.019921018,0.092294322,0.146416562,0.103546887,0.050831852,0.117810826,0.118520668,0.07707959,0.080828418
LOC100742530,0.042534913,0.185036344,0.095196457,0.602945574,0.158115473,0.816252584,0.378921856,0.181791582,0.227026188
LOC100742532,11.49314351,12.44998051,13.33406745,13.82532209,13.48553107,13.14906479,13.27553967,13.89805642,12.9842254
LOC100742533,29.01916361,27.86156271,22.67305842,28.89956406,24.95632432,30.10783769,27.61596045,28.84742725,28.85030619
LOC100742534,28.18982851,30.67709273,28.6241143,30.26236353,28.68948921,28.55388325,30.34439218,28.28418293,30.78938446
LOC100742536,1.521257243,1.253909911,1.02920068,1.123854389,1.027709633,0.972477701,1.071420386,1.008672621,1.219961116
LOC100742537,1.081422922,0.830709485,1.049421966,1.37584122,0.829700966,0.759579512,0.789389823,0.933094439,0.689726653
LOC100742538,34.12924024,40.44044575,40.1822153,39.78844005,37.51209928,38.59284868,40.20353,44.76369193,37.42214815
LOC100742539,114.6096916,122.4762076,125.8805708,124.7463492,128.650442,120.0473551,122.400796,128.6239697,121.2287428
LOC100742540,27.74331743,26.57468479,33.73371476,28.6746796,31.07223799,29.61251348,28.7887001,32.14946059,27.43191349
LOC100742541,0.222226638,0.820425138,0.295072732,5.715358387,1.61166664,6.538663721,3.691980949,0.32519318,1.786486437
LOC100742543,22.47689992,23.65923318,23.19336353,24.32884301,24.14820851,22.87189618,25.11283373,22.75588445,23.16932301
LOC100742544,8.747499043,8.265944135,8.102252528,8.509682949,8.24375558,7.88314318,8.212606903,8.456941955,8.212147555
LOC100742545,0.356178395,0.522902782,0.608091164,0.538037568,0.486733969,0.582082945,0.489151326,0.524056969,0.58160219
LOC100742546,39.47629887,38.61326969,39.83151933,40.65686743,44.93369959,37.78885653,42.72588534,44.36642655,39.24149715
LOC100742547,6.61713969,6.937757297,7.086882462,7.130868553,7.133685395,6.930361862,7.34458737,7.224247951,7.331230587
LOC100742548,500.4273764,383.6685087,306.4546394,338.749127,363.8783795,310.1881379,403.9351013,388.5311408,374.1617309
LOC100742549,3.04067417,3.390591496,3.056696079,4.271922175,3.282214982,4.865665743,3.583452653,4.323775997,3.139999579
LOC100742550,7.966033204,7.78800134,7.655353862,7.823734763,8.533515446,7.814483113,7.988147339,8.705366989,7.762809192
LOC100742551,16.74221799,16.28179411,15.90387885,13.99485396,14.24024573,13.76983945,13.87115778,14.01564415,15.39427553
LOC100742552,61.94074541,71.10453431,71.75218215,66.34285645,69.41246745,65.51683112,70.26504954,75.37721998,66.34607412
LOC100742553,7.251018331,9.027158078,10.43081624,7.696385601,8.142892032,7.715670998,6.675399452,6.810129982,7.856658578
